ID,Year,Month,pH,Conductivity,Solids_TDS,Turbidity,Date
100,2000,1,8.204398964834738,0.1008020996857722,0.0645133437988942,0.5699364915255426,2000-01-01
100,2000,2,8.344582492585713,0.1173202219365355,0.07508494203938272,0.8274694587262799,2000-02-01
100,2000,3,8.058399266405715,0.0995244304257606,0.06369563547248679,4.0924697515708575,2000-03-01
100,2000,4,8.2874148085131,0.0817290555342251,0.05230659554190407,1.49653217272346,2000-04-01
100,2000,5,8.535454215584176,0.199860540453088,0.1279107458899763,6.630477690220365,2000-05-01
100,2000,6,8.608375115868103,0.146159784844081,0.09354226230021183,1.515079220219443,2000-06-01
100,2000,7,8.5541958502411,0.1338310340866267,0.08565186181544109,13.725352439523236,2000-07-01
100,2000,8,8.41879967519926,0.0760732732046459,0.048686894850973376,3.352516611644617,2000-08-01
100,2000,9,8.569526423582717,0.0818214387703032,0.05236572081299405,1.9066304225347928,2000-09-01
100,2000,10,8.463159206134987,0.0998729854133297,0.063918710664531,0.637374558059709,2000-10-01
100,2000,11,8.267449726571137,0.0864464141826038,0.05532570507686644,1.3225625748838814,2000-11-01
100,2000,12,8.237395978704274,0.0586273136578287,0.03752148074101037,1.1361879748353585,2000-12-01
100,2001,1,8.204357514589436,0.1007985347749888,0.06451106225599283,0.5682309196814417,2001-01-01
100,2001,2,8.385974028601789,0.1288333534881594,0.08245334623242202,0.862105128019041,2001-02-01
100,2001,3,8.054137616232614,0.0997442917540955,0.06383634672262112,4.076785241808952,2001-03-01
100,2001,4,8.260975600027821,0.0801504478551346,0.05129628662728614,1.4618094818297365,2001-04-01
100,2001,5,8.530365092340164,0.199860540453088,0.1279107458899763,6.551063707972514,2001-05-01
100,2001,6,8.556167701342046,0.146159784844081,0.09354226230021183,1.7208077484447082,2001-06-01
100,2001,7,8.600053777419156,0.1234359793937498,0.07899902681199987,13.725352439523236,2001-07-01
100,2001,8,8.392658568809871,0.0779394569606799,0.049881252454835136,3.4343172316764004,2001-08-01
100,2001,9,8.586513641338785,0.07596424340987,0.048617115782316804,1.6345566698512817,2001-09-01
100,2001,10,8.46167028945895,0.1006337221102534,0.06440558215056218,0.6376973562789829,2001-10-01
100,2001,11,8.260055120699436,0.0801662789349105,0.05130641851834272,1.3821277203814069,2001-11-01
100,2001,12,8.238139627555068,0.0566652134409211,0.036265736602189506,1.2290074246264755,2001-12-01
100,2002,1,8.212930520716773,0.1007985347749888,0.06451106225599283,0.5764137014566825,2002-01-01
